Text,Is_PII
how much is round trip ticket from ardmore oklahoma to wood river illinois,
What is the total cost of taking the Auto train from Florida to Virginia with a Saturn Vue for 2 Seniors,
need to know what time train leaves from camden s.c. nov.25 15 after 2pm?,
"wht time does the train from union station,chicago,il,get in to the alton,il station(it leaves at 9:30 p.m.)tomorrow marning,november 19,2015?",
"I am trying to return from San Diego to Anaheim on the 27th on the 1:30 train. When making my reservation, the return train available only shows 10:49pm arrriving in Anaheim at 1am",
having difficulty online booking...need to know schedule for leaving orlando on dec. 15 to savannah,
Ok so how much stuff can we bring on the bus for four passengers?,
I am trying to schedule a round trip train ride from Indy to Chicago. I have my departure selected for 4 coach seats 6am departure....how do i select return times? or what do i do next?,
i just booked a ticket for 230 but i wanted the 325 train.,
i received pricing of $376 from ATL to WAS with 3 adults and 2 kids. Is the $376 one way or round trip>,
where can I find the name and number of stops from Emeryville to Reno,
I am trying to change a reservation for a zero $ amount charged. It does not go through because the card that the original reservation was made with has expired,
"Hi there, I booked train tickets from detroit to chicago and can't find the passes I printed off. Am I able to reprint them:?",
i am trying to purchase 2 tickets and when i enter the authentication information it does not accept it. I have confirmed with my employer that the information is correct.,
"I bought a ticket from Washington Dc to Chicago departing at 4:05 pm at 03th January 2016, Im not gonna do this trip anymore",
I would like to use my ticket on an earlier train. the fare appears to be more. Will i have to pay the difference in the fare?,
i want to book 2 roomettes for my family. can i book them so they will be next to each other?,
What's different between the business class seat for $160 and business class seat for $277 on 11/27/15; 11am Acela?,
How much is a 1 way ticket to Woodward ave. Pontiac Michigan,
Are you able to buy tickets on the train from the conductor?,
Greetings: I have a friend who would like to take the train from Chicago to North Georgia approximately 70 miles north of Atlanta. Would this be possible?,
"hello, can i take a train from New York to Washington DC and send my checked baggage in another train accept baggage",
"I JUST PURCHASED A TICKET FOR MY SON, THE RECEIPT AND ETICKET WAS SENT TO MY EMAIL. WILL HE NEED IT OR CAN HE JUST USE THE RESERVATION NUMBER?",
Are there two seats on the 6:05 train from Joliet to bloomington normal?,
"how much is a tain ticket from largo florida to fort madison,iowa wife is disabled",
If we need to cancel our trip due to illness how far in advance must we do this in order to get a full refund.,
After I book a ticket it says please be patient while your bank authenticates this transaction.,
I would like to see trips leaving from a particular city. How do I find that information? Thanks!,
I just made a reservation and I gave the wrong email address,
I just clicked purchase and the next page was an error navigativg through the site - I dont know if my ticket was purchased,
"I just booked 1 way ticket to Florence, Sc 1 min. ago for 11/21/15 @ 3:15pm for $144.00. My I'm booking for my husband now theprice I see for the same tripis $185. Can you give it to me for $144 als",
need to book round trip but departure says must book with train,
I was trying to see about pricing and availability to go from Baltimore to NYC to see the Rockettes,
What is being done about train 95 that stranded passengers last week in virginia,
hi just realised that I typed wrong surname in my ticket. how can I correct it?,
I just booked a first class ticket for Nov 30 and I did not receive a confirmation. Do you show a record of my reservation? ------------ Metro Park to South Station Boston?,
You show a price os $111.00. Will that cover the round trip ticket price,
i have reservatons for 6 on 11/21/2015 and need to cancel one ticket,
how do I add my points from a past trip - they are not showing on my account,
"I have a reservation for December 3, but like to change my reservation for below. pls advise.",
"On the Heartland Flyer, what is the difference between the 2 ticket prices? One is $39, I believe, and the other is $46.",
"Hi -----, need a receipt for a travel that was already done. # --------------- from George Washington University. Date 10/05/2015",
Hi! I accidentally deleted my confirmation and ticket emails from both my inbox and trash. How can I get my ticket for a train on tuesday afternoon?,
"if i said i want roundtrip and i have chosen the departure seat, how can i see the return options?",
"Hi me and my fiance need to catch a train out of milwaukee wi, in the afternoon. we r arriving n milwaukee at 1:05pm on a lamers bus and would like to ride a train to cincinnati.. is it possible..?",
"Hi, -----. I forget my password, and entered my email to reset it. But cname- hasn't sent me any emails regarding password resetting, and I'm wondering what's going on here",
"two persons with disability, and we have one paid certificate from cname-",
"How will i be able to find where to Pick up bus travling to Longview , TX from Shreveport La Airport.",
"Hi -----. I recently made reservations, but could not find my account at that time. How do I add those reservations to my account? Here is the info if needed ------",
